miRNet_ID,miRBase_acc,miRNA_ID,lncRNA_gene ,lncRNA_entrez,lncRNA_embl
miRNet-lnc-24123,MIMAT0002868,hsa-mir-522-3p,NEAT1,283131,ENSG00000245532
miRNet-lnc-24124,MIMAT0002868,hsa-mir-522-3p,NEAT1,283131,ENSG00000245532
miRNet-lnc-24125,MIMAT0002868,hsa-mir-522-3p,NEAT1,283131,ENSG00000245532
miRNet-lnc-24126,MIMAT0002868,hsa-mir-522-3p,NEAT1,283131,ENSG00000245532
miRNet-lnc-24127,MIMAT0002868,hsa-mir-522-3p,NEAT1,283131,ENSG00000245532
miRNet-lnc-24128,MIMAT0002868,hsa-mir-522-3p,NEAT1,283131,ENSG00000245532
miRNet-lnc-24129,MIMAT0002868,hsa-mir-522-3p,TMPO-AS1,100128191,ENSG00000257167
miRNet-lnc-24130,MIMAT0002868,hsa-mir-522-3p,DLEU2,8847,ENSG00000231607
miRNet-lnc-24131,MIMAT0002868,hsa-mir-522-3p,LINC00641,283624,ENSG00000258441
miRNet-lnc-24132,MIMAT0002868,hsa-mir-522-3p,DHRS4-AS1,55449,ENSG00000215256
miRNet-lnc-24133,MIMAT0002868,hsa-mir-522-3p,DHRS4-AS1,55449,ENSG00000215256
miRNet-lnc-24134,MIMAT0002868,hsa-mir-522-3p,PSMA3-AS1,379025,ENSG00000257621
miRNet-lnc-24135,MIMAT0002868,hsa-mir-522-3p,OIP5-AS1,729082,ENSG00000247556
miRNet-lnc-24136,MIMAT0002868,hsa-mir-522-3p,GABPB1-AS1,100129387,ENSG00000244879
miRNet-lnc-24137,MIMAT0002868,hsa-mir-522-3p,IQCH-AS1,100506686,ENSG00000259673
miRNet-lnc-24138,MIMAT0002868,hsa-mir-522-3p,ST20-AS1,283687,ENSG00000259642
miRNet-lnc-24139,MIMAT0002868,hsa-mir-522-3p,RRN3P2,653390,ENSG00000103472
miRNet-lnc-24140,MIMAT0002868,hsa-mir-522-3p,SLX1B-SULT1A4,100526831,ENSG00000260280
miRNet-lnc-24141,MIMAT0002868,hsa-mir-522-3p,SLX1A-SULT1A3,100526830,ENSG00000213599
miRNet-lnc-24142,MIMAT0002868,hsa-mir-522-3p,LINC00665,100506930,ENSG00000232677
miRNet-lnc-24143,MIMAT0002868,hsa-mir-522-3p,NORAD,647979,ENSG00000260032
miRNet-lnc-24144,MIMAT0002868,hsa-mir-522-3p,NORAD,647979,ENSG00000260032
miRNet-lnc-24145,MIMAT0002868,hsa-mir-522-3p,GNAS-AS1,149775,ENSG00000235590
miRNet-lnc-24146,MIMAT0002868,hsa-mir-522-3p,TSPEAR-AS2,114043,ENSG00000182912
miRNet-lnc-24147,MIMAT0002868,hsa-mir-522-3p,TUG1,55000,ENSG00000253352
miRNet-lnc-24148,MIMAT0002868,hsa-mir-522-3p,LINC01560,203414,ENSG00000196741
miRNet-lnc-24149,MIMAT0002868,hsa-mir-522-3p,LINC01278,92249,ENSG00000235437
miRNet-lnc-24150,MIMAT0002868,hsa-mir-522-3p,XIST,7503,ENSG00000229807
miRNet-lnc-24151,MIMAT0002868,hsa-mir-522-3p,XIST,7503,ENSG00000229807
miRNet-lnc-24152,MIMAT0002868,hsa-mir-522-3p,XIST,7503,ENSG00000229807
miRNet-lnc-24153,MIMAT0002868,hsa-mir-522-3p,MIR503HG,84848,ENSG00000223749
miRNet-lnc-24154,MIMAT0005451,hsa-mir-522-5p,DNAJC27-AS1,729723,ENSG00000224165
miRNet-lnc-24155,MIMAT0005451,hsa-mir-522-5p,LINC02035,100129550,ENSG00000273033
miRNet-lnc-24156,MIMAT0005451,hsa-mir-522-5p,MYLK-AS1,100506826,ENSG00000239523
miRNet-lnc-24157,MIMAT0005451,hsa-mir-522-5p,LINC01018,255167,ENSG00000250056
miRNet-lnc-24158,MIMAT0005451,hsa-mir-522-5p,MCPH1-AS1,100507530,ENSG00000249898
miRNet-lnc-24159,MIMAT0005451,hsa-mir-522-5p,PVT1,5820,ENSG00000249859
miRNet-lnc-24160,MIMAT0005451,hsa-mir-522-5p,ENTPD1-AS1,728558,ENSG00000226688
miRNet-lnc-24161,MIMAT0005451,hsa-mir-522-5p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-24162,MIMAT0005451,hsa-mir-522-5p,NEAT1,283131,ENSG00000245532
miRNet-lnc-24163,MIMAT0005451,hsa-mir-522-5p,PCBP2-OT1,102157401,ENSG00000282977
miRNet-lnc-24164,MIMAT0005451,hsa-mir-522-5p,HELLPAR,101101692,ENSG00000281344
miRNet-lnc-24165,MIMAT0005451,hsa-mir-522-5p,ARHGAP5-AS1,84837,ENSG00000258655
miRNet-lnc-24166,MIMAT0005451,hsa-mir-522-5p,GABPB1-AS1,100129387,ENSG00000244879
miRNet-lnc-24167,MIMAT0005451,hsa-mir-522-5p,LINC00662,148189,ENSG00000261824
miRNet-lnc-24168,MIMAT0005451,hsa-mir-522-5p,LINC00665,100506930,ENSG00000232677
miRNet-lnc-24169,MIMAT0005451,hsa-mir-522-5p,NORAD,647979,ENSG00000260032
miRNet-lnc-24170,MIMAT0005451,hsa-mir-522-5p,NORAD,647979,ENSG00000260032
miRNet-lnc-24171,MIMAT0005451,hsa-mir-522-5p,XIST,7503,ENSG00000229807
miRNet-lnc-24172,MIMAT0002840,hsa-mir-523-3p,F11-AS1,285441,ENSG00000251165
miRNet-lnc-24173,MIMAT0002840,hsa-mir-523-3p,DRAIC,145837,ENSG00000245750
miRNet-lnc-24174,MIMAT0002840,hsa-mir-523-3p,ZNF213-AS1,100507458,ENSG00000263072
miRNet-lnc-24175,MIMAT0002840,hsa-mir-523-3p,NDUFV2-AS1,101927275,ENSG00000266053
miRNet-lnc-24176,MIMAT0002840,hsa-mir-523-3p,ZNF667-AS1,100128252,ENSG00000166770
miRNet-lnc-24177,MIMAT0005449,hsa-mir-523-5p,DNAJC27-AS1,729723,ENSG00000224165
miRNet-lnc-24178,MIMAT0005449,hsa-mir-523-5p,LINC02035,100129550,ENSG00000273033
miRNet-lnc-24179,MIMAT0005449,hsa-mir-523-5p,MYLK-AS1,100506826,ENSG00000239523
miRNet-lnc-24180,MIMAT0005449,hsa-mir-523-5p,LINC01018,255167,ENSG00000250056
miRNet-lnc-24181,MIMAT0005449,hsa-mir-523-5p,MCPH1-AS1,100507530,ENSG00000249898
miRNet-lnc-24182,MIMAT0005449,hsa-mir-523-5p,PVT1,5820,ENSG00000249859
miRNet-lnc-24183,MIMAT0005449,hsa-mir-523-5p,ENTPD1-AS1,728558,ENSG00000226688
miRNet-lnc-24184,MIMAT0005449,hsa-mir-523-5p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-24185,MIMAT0005449,hsa-mir-523-5p,NEAT1,283131,ENSG00000245532
miRNet-lnc-24186,MIMAT0005449,hsa-mir-523-5p,PCBP2-OT1,102157401,ENSG00000282977
miRNet-lnc-24187,MIMAT0005449,hsa-mir-523-5p,HELLPAR,101101692,ENSG00000281344
miRNet-lnc-24188,MIMAT0005449,hsa-mir-523-5p,ARHGAP5-AS1,84837,ENSG00000258655
miRNet-lnc-24189,MIMAT0005449,hsa-mir-523-5p,GABPB1-AS1,100129387,ENSG00000244879
miRNet-lnc-24190,MIMAT0005449,hsa-mir-523-5p,LINC00662,148189,ENSG00000261824
miRNet-lnc-24191,MIMAT0005449,hsa-mir-523-5p,LINC00665,100506930,ENSG00000232677
miRNet-lnc-24192,MIMAT0005449,hsa-mir-523-5p,NORAD,647979,ENSG00000260032
miRNet-lnc-24193,MIMAT0005449,hsa-mir-523-5p,NORAD,647979,ENSG00000260032
miRNet-lnc-24194,MIMAT0005449,hsa-mir-523-5p,XIST,7503,ENSG00000229807
miRNet-lnc-24195,MIMAT0002850,hsa-mir-524-3p,SLFNL1-AS1,100507178,ENSG00000281207
miRNet-lnc-24196,MIMAT0002850,hsa-mir-524-3p,CYTOR,112597,ENSG00000222041
miRNet-lnc-24197,MIMAT0002850,hsa-mir-524-3p,MIR4435-2HG,541471,ENSG00000172965
miRNet-lnc-24198,MIMAT0002850,hsa-mir-524-3p,HEIH,100859930,ENSG00000278970
miRNet-lnc-24199,MIMAT0002850,hsa-mir-524-3p,ENTPD1-AS1,728558,ENSG00000226688
miRNet-lnc-24200,MIMAT0002850,hsa-mir-524-3p,ENTPD1-AS1,728558,ENSG00000226688
miRNet-lnc-24201,MIMAT0002850,hsa-mir-524-3p,LINC01572,101927957,ENSG00000261008
miRNet-lnc-24202,MIMAT0002850,hsa-mir-524-3p,NORAD,647979,ENSG00000260032
miRNet-lnc-24203,MIMAT0002850,hsa-mir-524-3p,GNAS-AS1,149775,ENSG00000235590
miRNet-lnc-24204,MIMAT0002850,hsa-mir-524-3p,MIRLET7BHG,400931,ENSG00000197182
miRNet-lnc-24205,MIMAT0002849,hsa-mir-524-5p,GAS5,60674,ENSG00000234741
miRNet-lnc-24206,MIMAT0002849,hsa-mir-524-5p,GAS5,60674,ENSG00000234741
miRNet-lnc-24207,MIMAT0002849,hsa-mir-524-5p,MIR29B2CHG,100128537,ENSG00000203709
miRNet-lnc-24208,MIMAT0002849,hsa-mir-524-5p,SOS1-IT1,100505911,ENSG00000229692
miRNet-lnc-24209,MIMAT0002849,hsa-mir-524-5p,PAX8-AS1,654433,ENSG00000189223
miRNet-lnc-24210,MIMAT0002849,hsa-mir-524-5p,TTN-AS1,100506866,ENSG00000237298
miRNet-lnc-24211,MIMAT0002849,hsa-mir-524-5p,TTN-AS1,100506866,ENSG00000237298
miRNet-lnc-24212,MIMAT0002849,hsa-mir-524-5p,TTN-AS1,100506866,ENSG00000237298
miRNet-lnc-24213,MIMAT0002849,hsa-mir-524-5p,FGD5-AS1,100505641,ENSG00000225733
miRNet-lnc-24214,MIMAT0002849,hsa-mir-524-5p,MAGI1-IT1,151877,ENSG00000272610
miRNet-lnc-24215,MIMAT0002849,hsa-mir-524-5p,DUBR,344595,ENSG00000243701
miRNet-lnc-24216,MIMAT0002849,hsa-mir-524-5p,MIR4453HG,54553,ENSG00000268471
miRNet-lnc-24217,MIMAT0002849,hsa-mir-524-5p,NR2F1-AS1,441094,ENSG00000237187
miRNet-lnc-24218,MIMAT0002849,hsa-mir-524-5p,TP53TG1,11257,ENSG00000182165
miRNet-lnc-24219,MIMAT0002849,hsa-mir-524-5p,LINC-PINT,378805,ENSG00000231721
miRNet-lnc-24220,MIMAT0002849,hsa-mir-524-5p,PAXIP1-AS1,202781,ENSG00000273344
miRNet-lnc-24221,MIMAT0002849,hsa-mir-524-5p,MSC-AS1,100132891,ENSG00000235531
miRNet-lnc-24222,MIMAT0002849,hsa-mir-524-5p,UBR5-AS1,101927221,ENSG00000246263
miRNet-lnc-24223,MIMAT0002849,hsa-mir-524-5p,FER1L6-AS1,439941,ENSG00000181171
miRNet-lnc-24224,MIMAT0002849,hsa-mir-524-5p,ZNF252P-AS1,286103,ENSG00000255559
miRNet-lnc-24225,MIMAT0002849,hsa-mir-524-5p,GAS1RR,100506834,ENSG00000226237
miRNet-lnc-24226,MIMAT0002849,hsa-mir-524-5p,NUTM2B-AS1,101060691,ENSG00000225484
miRNet-lnc-24227,MIMAT0002849,hsa-mir-524-5p,TMEM254-AS1,219347,ENSG00000230091
miRNet-lnc-24228,MIMAT0002849,hsa-mir-524-5p,RPARP-AS1,100505761,ENSG00000269609
miRNet-lnc-24229,MIMAT0002849,hsa-mir-524-5p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-24230,MIMAT0002849,hsa-mir-524-5p,ZBED5-AS1,729013,ENSG00000247271
miRNet-lnc-24231,MIMAT0002849,hsa-mir-524-5p,NEAT1,283131,ENSG00000245532
miRNet-lnc-24232,MIMAT0002849,hsa-mir-524-5p,RSF1-IT1,100874308,ENSG00000255409
miRNet-lnc-24233,MIMAT0002849,hsa-mir-524-5p,SCARNA9,619383,ENSG00000254911
miRNet-lnc-24234,MIMAT0002849,hsa-mir-524-5p,GPRC5D-AS1,100506314,ENSG00000247498
miRNet-lnc-24235,MIMAT0002849,hsa-mir-524-5p,LINC01619,256021,ENSG00000257242
miRNet-lnc-24236,MIMAT0002849,hsa-mir-524-5p,HELLPAR,101101692,ENSG00000281344
miRNet-lnc-24237,MIMAT0002849,hsa-mir-524-5p,HELLPAR,101101692,ENSG00000281344
miRNet-lnc-24238,MIMAT0002849,hsa-mir-524-5p,HELLPAR,101101692,ENSG00000281344
miRNet-lnc-24239,MIMAT0002849,hsa-mir-524-5p,LINC00564,100861546,ENSG00000260094
miRNet-lnc-24240,MIMAT0002849,hsa-mir-524-5p,DHRS4-AS1,55449,ENSG00000215256
miRNet-lnc-24241,MIMAT0002849,hsa-mir-524-5p,SPINT1-AS1,102724362,ENSG00000261183
miRNet-lnc-24242,MIMAT0002849,hsa-mir-524-5p,GABPB1-IT1,55056,ENSG00000285410
miRNet-lnc-24243,MIMAT0002849,hsa-mir-524-5p,GABPB1-AS1,100129387,ENSG00000244879
miRNet-lnc-24244,MIMAT0002849,hsa-mir-524-5p,GABPB1-AS1,100129387,ENSG00000244879
miRNet-lnc-24245,MIMAT0002849,hsa-mir-524-5p,IQCH-AS1,100506686,ENSG00000259673
miRNet-lnc-24246,MIMAT0002849,hsa-mir-524-5p,LOXL1-AS1,100287616,ENSG00000261801
miRNet-lnc-24247,MIMAT0002849,hsa-mir-524-5p,LINC01578,100507217,ENSG00000272888
miRNet-lnc-24248,MIMAT0002849,hsa-mir-524-5p,MMP25-AS1,100507419,ENSG00000261971
miRNet-lnc-24249,MIMAT0002849,hsa-mir-524-5p,PITPNA-AS1,100306951,ENSG00000236618
miRNet-lnc-24250,MIMAT0002849,hsa-mir-524-5p,NBR2,10230,ENSG00000198496
miRNet-lnc-24251,MIMAT0002849,hsa-mir-524-5p,LINC00511,400619,ENSG00000227036
miRNet-lnc-24252,MIMAT0002849,hsa-mir-524-5p,LINC00526,147525,ENSG00000264575
miRNet-lnc-24253,MIMAT0002849,hsa-mir-524-5p,LINC00662,148189,ENSG00000261824
miRNet-lnc-24254,MIMAT0002849,hsa-mir-524-5p,LINC00662,148189,ENSG00000261824
miRNet-lnc-24255,MIMAT0002849,hsa-mir-524-5p,LINC00662,148189,ENSG00000261824
miRNet-lnc-24256,MIMAT0002849,hsa-mir-524-5p,MZF1-AS1,100131691,ENSG00000267858
miRNet-lnc-24257,MIMAT0002849,hsa-mir-524-5p,NORAD,647979,ENSG00000260032
miRNet-lnc-24258,MIMAT0002849,hsa-mir-524-5p,NORAD,647979,ENSG00000260032
miRNet-lnc-24259,MIMAT0002849,hsa-mir-524-5p,MCM3AP-AS1,114044,ENSG00000215424
miRNet-lnc-24260,MIMAT0002849,hsa-mir-524-5p,DUXAP8,503637,ENSG00000206195
miRNet-lnc-24261,MIMAT0002849,hsa-mir-524-5p,TUG1,55000,ENSG00000253352
miRNet-lnc-24262,MIMAT0002849,hsa-mir-524-5p,XIST,7503,ENSG00000229807
miRNet-lnc-24263,MIMAT0002849,hsa-mir-524-5p,XIST,7503,ENSG00000229807
miRNet-lnc-24264,MIMAT0002849,hsa-mir-524-5p,XIST,7503,ENSG00000229807
miRNet-lnc-24265,MIMAT0002849,hsa-mir-524-5p,XIST,7503,ENSG00000229807
miRNet-lnc-24266,MIMAT0002849,hsa-mir-524-5p,XIST,7503,ENSG00000229807
miRNet-lnc-24267,MIMAT0002849,hsa-mir-524-5p,XIST,7503,ENSG00000229807
miRNet-lnc-24268,MIMAT0002849,hsa-mir-524-5p,LINC00894,100272228,ENSG00000235703
miRNet-lnc-24269,MIMAT0002839,hsa-mir-525-3p,SLFNL1-AS1,100507178,ENSG00000281207
miRNet-lnc-24270,MIMAT0002839,hsa-mir-525-3p,CYTOR,112597,ENSG00000222041
miRNet-lnc-24271,MIMAT0002839,hsa-mir-525-3p,MIR4435-2HG,541471,ENSG00000172965
miRNet-lnc-24272,MIMAT0002839,hsa-mir-525-3p,HEIH,100859930,ENSG00000278970
miRNet-lnc-24273,MIMAT0002839,hsa-mir-525-3p,ENTPD1-AS1,728558,ENSG00000226688
miRNet-lnc-24274,MIMAT0002839,hsa-mir-525-3p,ENTPD1-AS1,728558,ENSG00000226688
miRNet-lnc-24275,MIMAT0002839,hsa-mir-525-3p,LINC01572,101927957,ENSG00000261008
miRNet-lnc-24276,MIMAT0002839,hsa-mir-525-3p,NORAD,647979,ENSG00000260032
miRNet-lnc-24277,MIMAT0002839,hsa-mir-525-3p,GNAS-AS1,149775,ENSG00000235590
miRNet-lnc-24278,MIMAT0002839,hsa-mir-525-3p,MIRLET7BHG,400931,ENSG00000197182
miRNet-lnc-24279,MIMAT0002838,hsa-mir-525-5p,LINC01128,643837,ENSG00000228794
miRNet-lnc-24280,MIMAT0002838,hsa-mir-525-5p,SNHG12,85028,ENSG00000197989
miRNet-lnc-24281,MIMAT0002838,hsa-mir-525-5p,LINC01748,105378763,ENSG00000226476
miRNet-lnc-24282,MIMAT0002838,hsa-mir-525-5p,ADAMTSL4-AS1,574406,ENSG00000203804
miRNet-lnc-24283,MIMAT0002838,hsa-mir-525-5p,RUSC1-AS1,284618,ENSG00000225855
miRNet-lnc-24284,MIMAT0002838,hsa-mir-525-5p,KIRREL1-IT1,100505785,ENSG00000226520
miRNet-lnc-24285,MIMAT0002838,hsa-mir-525-5p,GAS5,60674,ENSG00000234741
miRNet-lnc-24286,MIMAT0002838,hsa-mir-525-5p,MIR29B2CHG,100128537,ENSG00000203709
miRNet-lnc-24287,MIMAT0002838,hsa-mir-525-5p,LINC01871,101929531,ENSG00000235576
miRNet-lnc-24288,MIMAT0002838,hsa-mir-525-5p,PCBP1-AS1,400960,ENSG00000179818
miRNet-lnc-24289,MIMAT0002838,hsa-mir-525-5p,SH3BP5-AS1,100505696,ENSG00000224660
miRNet-lnc-24290,MIMAT0002838,hsa-mir-525-5p,LINC01018,255167,ENSG00000250056
miRNet-lnc-24291,MIMAT0002838,hsa-mir-525-5p,SCAMP1-AS1,728769,ENSG00000245556
miRNet-lnc-24292,MIMAT0002838,hsa-mir-525-5p,CKMT2-AS1,100131067,ENSG00000247572
miRNet-lnc-24293,MIMAT0002838,hsa-mir-525-5p,HCP5,10866,ENSG00000206337
miRNet-lnc-24294,MIMAT0002838,hsa-mir-525-5p,HCP5,10866,ENSG00000206337
miRNet-lnc-24295,MIMAT0002838,hsa-mir-525-5p,MAGI2-AS3,100505881,ENSG00000234456
miRNet-lnc-24296,MIMAT0002838,hsa-mir-525-5p,DLX6-AS1,285987,ENSG00000231764
miRNet-lnc-24297,MIMAT0002838,hsa-mir-525-5p,AZIN1-AS1,100506753,ENSG00000253320
miRNet-lnc-24298,MIMAT0002838,hsa-mir-525-5p,AZIN1-AS1,100506753,ENSG00000253320
miRNet-lnc-24299,MIMAT0002838,hsa-mir-525-5p,FER1L6-AS2,157376,ENSG00000253868
miRNet-lnc-24300,MIMAT0002838,hsa-mir-525-5p,PVT1,5820,ENSG00000249859
miRNet-lnc-24301,MIMAT0002838,hsa-mir-525-5p,PVT1,5820,ENSG00000249859
miRNet-lnc-24302,MIMAT0002838,hsa-mir-525-5p,RHPN1-AS1,78998,ENSG00000254389
miRNet-lnc-24303,MIMAT0002838,hsa-mir-525-5p,GSN-AS1,57000,ENSG00000235865
miRNet-lnc-24304,MIMAT0002838,hsa-mir-525-5p,GSN-AS1,57000,ENSG00000235865
miRNet-lnc-24305,MIMAT0002838,hsa-mir-525-5p,LINC00963,100506190,ENSG00000204054
miRNet-lnc-24306,MIMAT0002838,hsa-mir-525-5p,ARRDC1-AS1,85026,ENSG00000203993
miRNet-lnc-24307,MIMAT0002838,hsa-mir-525-5p,ADIRF-AS1,100133190,ENSG00000272734
miRNet-lnc-24308,MIMAT0002838,hsa-mir-525-5p,OLMALINC,90271,ENSG00000235823
miRNet-lnc-24309,MIMAT0002838,hsa-mir-525-5p,H19,283120,ENSG00000130600
miRNet-lnc-24310,MIMAT0002838,hsa-mir-525-5p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-24311,MIMAT0002838,hsa-mir-525-5p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-24312,MIMAT0002838,hsa-mir-525-5p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-24313,MIMAT0002838,hsa-mir-525-5p,NEAT1,283131,ENSG00000245532
miRNet-lnc-24314,MIMAT0002838,hsa-mir-525-5p,NEAT1,283131,ENSG00000245532
miRNet-lnc-24315,MIMAT0002838,hsa-mir-525-5p,NEAT1,283131,ENSG00000245532
miRNet-lnc-24316,MIMAT0002838,hsa-mir-525-5p,NEAT1,283131,ENSG00000245532
miRNet-lnc-24317,MIMAT0002838,hsa-mir-525-5p,PCF11-AS1,106736475,ENSG00000269939
miRNet-lnc-24318,MIMAT0002838,hsa-mir-525-5p,MIR200CHG,105369635,ENSG00000257084
miRNet-lnc-24319,MIMAT0002838,hsa-mir-525-5p,PPP1R12A-AS1,105369865,ENSG00000257557
miRNet-lnc-24320,MIMAT0002838,hsa-mir-525-5p,MAPKAPK5-AS1,51275,ENSG00000234608
miRNet-lnc-24321,MIMAT0002838,hsa-mir-525-5p,LINC01234,100506465,ENSG00000249550
miRNet-lnc-24322,MIMAT0002838,hsa-mir-525-5p,TSC22D1-AS1,641467,ENSG00000278156
miRNet-lnc-24323,MIMAT0002838,hsa-mir-525-5p,SOX21-AS1,100507533,ENSG00000227640
miRNet-lnc-24324,MIMAT0002838,hsa-mir-525-5p,SLC25A21-AS1,100129794,ENSG00000258708
miRNet-lnc-24325,MIMAT0002838,hsa-mir-525-5p,LINC02292,101929080,ENSG00000258630
miRNet-lnc-24326,MIMAT0002838,hsa-mir-525-5p,GABPB1-AS1,100129387,ENSG00000244879
miRNet-lnc-24327,MIMAT0002838,hsa-mir-525-5p,LOXL1-AS1,100287616,ENSG00000261801
miRNet-lnc-24328,MIMAT0002838,hsa-mir-525-5p,LOXL1-AS1,100287616,ENSG00000261801
miRNet-lnc-24329,MIMAT0002838,hsa-mir-525-5p,MIR193BHG,100129781,ENSG00000262454
miRNet-lnc-24330,MIMAT0002838,hsa-mir-525-5p,VPS9D1-AS1,100128881,ENSG00000261373
miRNet-lnc-24331,MIMAT0002838,hsa-mir-525-5p,NBR2,10230,ENSG00000198496
miRNet-lnc-24332,MIMAT0002838,hsa-mir-525-5p,MAPT-IT1,100130148,ENSG00000279685
miRNet-lnc-24333,MIMAT0002838,hsa-mir-525-5p,LINC00511,400619,ENSG00000227036
miRNet-lnc-24334,MIMAT0002838,hsa-mir-525-5p,SNHG16,100507246,ENSG00000163597
miRNet-lnc-24335,MIMAT0002838,hsa-mir-525-5p,DSG2-AS1,100652770,ENSG00000264859
miRNet-lnc-24336,MIMAT0002838,hsa-mir-525-5p,LIPE-AS1,100996307,ENSG00000213904
miRNet-lnc-24337,MIMAT0002838,hsa-mir-525-5p,MZF1-AS1,100131691,ENSG00000267858
miRNet-lnc-24338,MIMAT0002838,hsa-mir-525-5p,ZNF337-AS1,102724826,ENSG00000213742
miRNet-lnc-24339,MIMAT0002838,hsa-mir-525-5p,NORAD,647979,ENSG00000260032
miRNet-lnc-24340,MIMAT0002838,hsa-mir-525-5p,SNHG17,388796,ENSG00000196756
miRNet-lnc-24341,MIMAT0002838,hsa-mir-525-5p,ZFAS1,441951,ENSG00000177410
miRNet-lnc-24342,MIMAT0002838,hsa-mir-525-5p,ZFAS1,441951,ENSG00000177410
miRNet-lnc-24343,MIMAT0002838,hsa-mir-525-5p,LINC00659,100652730,ENSG00000228705
miRNet-lnc-24344,MIMAT0002838,hsa-mir-525-5p,HLCS-IT1,100874294,ENSG00000237646
miRNet-lnc-24345,MIMAT0002838,hsa-mir-525-5p,TUG1,55000,ENSG00000253352
miRNet-lnc-24346,MIMAT0002838,hsa-mir-525-5p,MIRLET7BHG,400931,ENSG00000197182
miRNet-lnc-24347,MIMAT0002838,hsa-mir-525-5p,XIST,7503,ENSG00000229807
miRNet-lnc-24348,MIMAT0002838,hsa-mir-525-5p,JPX,554203,ENSG00000225470
miRNet-lnc-24349,MIMAT0002838,hsa-mir-525-5p,JPX,554203,ENSG00000225470
miRNet-lnc-24350,MIMAT0002838,hsa-mir-525-5p,LINC00893,100131434,ENSG00000241769
miRNet-lnc-24351,MIMAT0002838,hsa-mir-525-5p,LINC00894,100272228,ENSG00000235703
miRNet-lnc-24352,MIMAT0002845,hsa-mir-526a,DNAJC27-AS1,729723,ENSG00000224165
miRNet-lnc-24353,MIMAT0002845,hsa-mir-526a,LINC02035,100129550,ENSG00000273033
miRNet-lnc-24354,MIMAT0002845,hsa-mir-526a,MYLK-AS1,100506826,ENSG00000239523
miRNet-lnc-24355,MIMAT0002845,hsa-mir-526a,LINC01018,255167,ENSG00000250056
miRNet-lnc-24356,MIMAT0002845,hsa-mir-526a,MCPH1-AS1,100507530,ENSG00000249898
miRNet-lnc-24357,MIMAT0002845,hsa-mir-526a,PVT1,5820,ENSG00000249859
miRNet-lnc-24358,MIMAT0002845,hsa-mir-526a,ENTPD1-AS1,728558,ENSG00000226688
miRNet-lnc-24359,MIMAT0002845,hsa-mir-526a,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-24360,MIMAT0002845,hsa-mir-526a,NEAT1,283131,ENSG00000245532
miRNet-lnc-24361,MIMAT0002845,hsa-mir-526a,PCBP2-OT1,102157401,ENSG00000282977
miRNet-lnc-24362,MIMAT0002845,hsa-mir-526a,HELLPAR,101101692,ENSG00000281344
miRNet-lnc-24363,MIMAT0002845,hsa-mir-526a,ARHGAP5-AS1,84837,ENSG00000258655
miRNet-lnc-24364,MIMAT0002845,hsa-mir-526a,GABPB1-AS1,100129387,ENSG00000244879
miRNet-lnc-24365,MIMAT0002845,hsa-mir-526a,LINC00662,148189,ENSG00000261824
miRNet-lnc-24366,MIMAT0002845,hsa-mir-526a,LINC00665,100506930,ENSG00000232677
miRNet-lnc-24367,MIMAT0002845,hsa-mir-526a,NORAD,647979,ENSG00000260032
miRNet-lnc-24368,MIMAT0002845,hsa-mir-526a,NORAD,647979,ENSG00000260032
miRNet-lnc-24369,MIMAT0002845,hsa-mir-526a,XIST,7503,ENSG00000229807
miRNet-lnc-24370,MIMAT0002836,hsa-mir-526b-3p,PINK1-AS,100861548,ENSG00000117242
miRNet-lnc-24371,MIMAT0002836,hsa-mir-526b-3p,SLFNL1-AS1,100507178,ENSG00000281207
miRNet-lnc-24372,MIMAT0002836,hsa-mir-526b-3p,CCDC18-AS1,100131564,ENSG00000223745
miRNet-lnc-24373,MIMAT0002836,hsa-mir-526b-3p,IL6R-AS1,101928101,ENSG00000228013
miRNet-lnc-24374,MIMAT0002836,hsa-mir-526b-3p,MIR181A1HG,100131234,ENSG00000229989
miRNet-lnc-24375,MIMAT0002836,hsa-mir-526b-3p,BLACAT1,101669762,ENSG00000281406
miRNet-lnc-24376,MIMAT0002836,hsa-mir-526b-3p,LINC01798,100507073,ENSG00000232046
miRNet-lnc-24377,MIMAT0002836,hsa-mir-526b-3p,ATP6V1B1-AS1,101927750,ENSG00000239322
miRNet-lnc-24378,MIMAT0002836,hsa-mir-526b-3p,HAGLR,401022,ENSG00000224189
miRNet-lnc-24379,MIMAT0002836,hsa-mir-526b-3p,LMCD1-AS1,100288428,ENSG00000227110
miRNet-lnc-24380,MIMAT0002836,hsa-mir-526b-3p,FGD5-AS1,100505641,ENSG00000225733
miRNet-lnc-24381,MIMAT0002836,hsa-mir-526b-3p,PSMD6-AS1,109729140,ENSG00000243410
miRNet-lnc-24382,MIMAT0002836,hsa-mir-526b-3p,MAGI1-IT1,151877,ENSG00000272610
miRNet-lnc-24383,MIMAT0002836,hsa-mir-526b-3p,LINC02035,100129550,ENSG00000273033
miRNet-lnc-24384,MIMAT0002836,hsa-mir-526b-3p,LINC01194,404663,ENSG00000248131
