miRNet_ID,miRBase_acc,miRNA_ID,lncRNA_gene ,lncRNA_entrez,lncRNA_embl
miRNet-lnc-24385,MIMAT0002836,hsa-mir-526b-3p,NNT-AS1,100652772,ENSG00000248092
miRNet-lnc-24386,MIMAT0002836,hsa-mir-526b-3p,PART1,25859,ENSG00000152931
miRNet-lnc-24387,MIMAT0002836,hsa-mir-526b-3p,CKMT2-AS1,100131067,ENSG00000247572
miRNet-lnc-24388,MIMAT0002836,hsa-mir-526b-3p,EPB41L4A-AS1,114915,ENSG00000224032
miRNet-lnc-24389,MIMAT0002836,hsa-mir-526b-3p,EPB41L4A-AS1,114915,ENSG00000224032
miRNet-lnc-24390,MIMAT0002836,hsa-mir-526b-3p,LINC02202,101927740,ENSG00000245812
miRNet-lnc-24391,MIMAT0002836,hsa-mir-526b-3p,HCG18,414777,ENSG00000231074
miRNet-lnc-24392,MIMAT0002836,hsa-mir-526b-3p,HCP5,10866,ENSG00000206337
miRNet-lnc-24393,MIMAT0002836,hsa-mir-526b-3p,HOTAIRM1,100506311,ENSG00000233429
miRNet-lnc-24394,MIMAT0002836,hsa-mir-526b-3p,HOXA-AS2,285943,ENSG00000253552
miRNet-lnc-24395,MIMAT0002836,hsa-mir-526b-3p,LINC01003,100128822,ENSG00000261455
miRNet-lnc-24396,MIMAT0002836,hsa-mir-526b-3p,LINC00689,154822,ENSG00000231419
miRNet-lnc-24397,MIMAT0002836,hsa-mir-526b-3p,GASAL1,401472,ENSG00000253669
miRNet-lnc-24398,MIMAT0002836,hsa-mir-526b-3p,PVT1,5820,ENSG00000249859
miRNet-lnc-24399,MIMAT0002836,hsa-mir-526b-3p,PVT1,5820,ENSG00000249859
miRNet-lnc-24400,MIMAT0002836,hsa-mir-526b-3p,ERICD,104355217,ENSG00000280303
miRNet-lnc-24401,MIMAT0002836,hsa-mir-526b-3p,RFX3-AS1,101929302,ENSG00000232104
miRNet-lnc-24402,MIMAT0002836,hsa-mir-526b-3p,EBLN3P,100506710,ENSG00000281649
miRNet-lnc-24403,MIMAT0002836,hsa-mir-526b-3p,ARRDC1-AS1,85026,ENSG00000203993
miRNet-lnc-24404,MIMAT0002836,hsa-mir-526b-3p,LINC00839,84856,ENSG00000185904
miRNet-lnc-24405,MIMAT0002836,hsa-mir-526b-3p,SGMS1-AS1,104355295,ENSG00000226200
miRNet-lnc-24406,MIMAT0002836,hsa-mir-526b-3p,SGMS1-AS1,104355295,ENSG00000226200
miRNet-lnc-24407,MIMAT0002836,hsa-mir-526b-3p,LINC01553,283025,ENSG00000235931
miRNet-lnc-24408,MIMAT0002836,hsa-mir-526b-3p,DLG5-AS1,100128292,ENSG00000233871
miRNet-lnc-24409,MIMAT0002836,hsa-mir-526b-3p,TMEM254-AS1,219347,ENSG00000230091
miRNet-lnc-24410,MIMAT0002836,hsa-mir-526b-3p,AGAP11,119385,ENSG00000271880
miRNet-lnc-24411,MIMAT0002836,hsa-mir-526b-3p,NUTM2A-AS1,728190,ENSG00000223482
miRNet-lnc-24412,MIMAT0002836,hsa-mir-526b-3p,OLMALINC,90271,ENSG00000235823
miRNet-lnc-24413,MIMAT0002836,hsa-mir-526b-3p,RPARP-AS1,100505761,ENSG00000269609
miRNet-lnc-24414,MIMAT0002836,hsa-mir-526b-3p,H19,283120,ENSG00000130600
miRNet-lnc-24415,MIMAT0002836,hsa-mir-526b-3p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-24416,MIMAT0002836,hsa-mir-526b-3p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-24417,MIMAT0002836,hsa-mir-526b-3p,PAUPAR,103157000,ENSG00000281880
miRNet-lnc-24418,MIMAT0002836,hsa-mir-526b-3p,NEAT1,283131,ENSG00000245532
miRNet-lnc-24419,MIMAT0002836,hsa-mir-526b-3p,NEAT1,283131,ENSG00000245532
miRNet-lnc-24420,MIMAT0002836,hsa-mir-526b-3p,MALAT1,378938,ENSG00000251562
miRNet-lnc-24421,MIMAT0002836,hsa-mir-526b-3p,RSF1-IT1,100874308,ENSG00000255409
miRNet-lnc-24422,MIMAT0002836,hsa-mir-526b-3p,GPRC5D-AS1,100506314,ENSG00000247498
miRNet-lnc-24423,MIMAT0002836,hsa-mir-526b-3p,HOTAIR,100124700,ENSG00000228630
miRNet-lnc-24424,MIMAT0002836,hsa-mir-526b-3p,HELLPAR,101101692,ENSG00000281344
miRNet-lnc-24425,MIMAT0002836,hsa-mir-526b-3p,HELLPAR,101101692,ENSG00000281344
miRNet-lnc-24426,MIMAT0002836,hsa-mir-526b-3p,DLEU1,10301,ENSG00000176124
miRNet-lnc-24427,MIMAT0002836,hsa-mir-526b-3p,PSMA3-AS1,379025,ENSG00000257621
miRNet-lnc-24428,MIMAT0002836,hsa-mir-526b-3p,PSMA3-AS1,379025,ENSG00000257621
miRNet-lnc-24429,MIMAT0002836,hsa-mir-526b-3p,VASH1-AS1,100506603,ENSG00000258301
miRNet-lnc-24430,MIMAT0002836,hsa-mir-526b-3p,PWAR6,100506965,ENSG00000257151
miRNet-lnc-24431,MIMAT0002836,hsa-mir-526b-3p,SNHG14,104472715,ENSG00000224078
miRNet-lnc-24432,MIMAT0002836,hsa-mir-526b-3p,GABPB1-AS1,100129387,ENSG00000244879
miRNet-lnc-24433,MIMAT0002836,hsa-mir-526b-3p,USP3-AS1,100130855,ENSG00000259248
miRNet-lnc-24434,MIMAT0002836,hsa-mir-526b-3p,NPTN-IT1,101241892,ENSG00000281183
miRNet-lnc-24435,MIMAT0002836,hsa-mir-526b-3p,ST20-AS1,283687,ENSG00000259642
miRNet-lnc-24436,MIMAT0002836,hsa-mir-526b-3p,SLX1B-SULT1A4,100526831,ENSG00000260280
miRNet-lnc-24437,MIMAT0002836,hsa-mir-526b-3p,SLX1A-SULT1A3,100526830,ENSG00000213599
miRNet-lnc-24438,MIMAT0002836,hsa-mir-526b-3p,LINC02188,102724344,ENSG00000261175
miRNet-lnc-24439,MIMAT0002836,hsa-mir-526b-3p,LINC02086,105371809,ENSG00000244649
miRNet-lnc-24440,MIMAT0002836,hsa-mir-526b-3p,ARHGAP27P1-BPTFP1-KPNA2P3,109286553,ENSG00000215769
miRNet-lnc-24441,MIMAT0002836,hsa-mir-526b-3p,SNHG16,100507246,ENSG00000163597
miRNet-lnc-24442,MIMAT0002836,hsa-mir-526b-3p,SNHG20,654434,ENSG00000234912
miRNet-lnc-24443,MIMAT0002836,hsa-mir-526b-3p,NORAD,647979,ENSG00000260032
miRNet-lnc-24444,MIMAT0002836,hsa-mir-526b-3p,STK4-AS1,100505826,ENSG00000227477
miRNet-lnc-24445,MIMAT0002836,hsa-mir-526b-3p,BTG3-AS1,110806272,ENSG00000280594
miRNet-lnc-24446,MIMAT0002836,hsa-mir-526b-3p,THAP7-AS1,439931,ENSG00000230513
miRNet-lnc-24447,MIMAT0002836,hsa-mir-526b-3p,MIRLET7BHG,400931,ENSG00000197182
miRNet-lnc-24448,MIMAT0002836,hsa-mir-526b-3p,XIST,7503,ENSG00000229807
miRNet-lnc-24449,MIMAT0002836,hsa-mir-526b-3p,XIST,7503,ENSG00000229807
miRNet-lnc-24450,MIMAT0002836,hsa-mir-526b-3p,XIST,7503,ENSG00000229807
miRNet-lnc-24451,MIMAT0002836,hsa-mir-526b-3p,XIST,7503,ENSG00000229807
miRNet-lnc-24452,MIMAT0002836,hsa-mir-526b-3p,TTTY15,64595,ENSG00000233864
miRNet-lnc-24453,MIMAT0002835,hsa-mir-526b-5p,LINC01343,339442,ENSG00000237290
miRNet-lnc-24454,MIMAT0002835,hsa-mir-526b-5p,CRYZL2P-SEC16B,111240474,ENSG00000254154
miRNet-lnc-24455,MIMAT0002835,hsa-mir-526b-5p,MIR29B2CHG,100128537,ENSG00000203709
miRNet-lnc-24456,MIMAT0002835,hsa-mir-526b-5p,LINC00299,339789,ENSG00000236790
miRNet-lnc-24457,MIMAT0002835,hsa-mir-526b-5p,LINC01320,104355288,ENSG00000228262
miRNet-lnc-24458,MIMAT0002835,hsa-mir-526b-5p,PCBP1-AS1,400960,ENSG00000179818
miRNet-lnc-24459,MIMAT0002835,hsa-mir-526b-5p,NIFK-AS1,254128,ENSG00000236859
miRNet-lnc-24460,MIMAT0002835,hsa-mir-526b-5p,PCGEM1,64002,ENSG00000227418
miRNet-lnc-24461,MIMAT0002835,hsa-mir-526b-5p,LMCD1-AS1,100288428,ENSG00000227110
miRNet-lnc-24462,MIMAT0002835,hsa-mir-526b-5p,LMCD1-AS1,100288428,ENSG00000227110
miRNet-lnc-24463,MIMAT0002835,hsa-mir-526b-5p,THUMPD3-AS1,440944,ENSG00000206573
miRNet-lnc-24464,MIMAT0002835,hsa-mir-526b-5p,SH3BP5-AS1,100505696,ENSG00000224660
miRNet-lnc-24465,MIMAT0002835,hsa-mir-526b-5p,MUC20-OT1,111753249,ENSG00000242086
miRNet-lnc-24466,MIMAT0002835,hsa-mir-526b-5p,MUC20-OT1,111753249,ENSG00000242086
miRNet-lnc-24467,MIMAT0002835,hsa-mir-526b-5p,HCG18,414777,ENSG00000231074
miRNet-lnc-24468,MIMAT0002835,hsa-mir-526b-5p,POLR2J4,84820,ENSG00000214783
miRNet-lnc-24469,MIMAT0002835,hsa-mir-526b-5p,MAGI2-AS3,100505881,ENSG00000234456
miRNet-lnc-24470,MIMAT0002835,hsa-mir-526b-5p,LINC-PINT,378805,ENSG00000231721
miRNet-lnc-24471,MIMAT0002835,hsa-mir-526b-5p,PVT1,5820,ENSG00000249859
miRNet-lnc-24472,MIMAT0002835,hsa-mir-526b-5p,PVT1,5820,ENSG00000249859
miRNet-lnc-24473,MIMAT0002835,hsa-mir-526b-5p,LINC00963,100506190,ENSG00000204054
miRNet-lnc-24474,MIMAT0002835,hsa-mir-526b-5p,LINC00963,100506190,ENSG00000204054
miRNet-lnc-24475,MIMAT0002835,hsa-mir-526b-5p,ENTPD1-AS1,728558,ENSG00000226688
miRNet-lnc-24476,MIMAT0002835,hsa-mir-526b-5p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-24477,MIMAT0002835,hsa-mir-526b-5p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-24478,MIMAT0002835,hsa-mir-526b-5p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-24479,MIMAT0002835,hsa-mir-526b-5p,SNHG1,23642,ENSG00000255717
miRNet-lnc-24480,MIMAT0002835,hsa-mir-526b-5p,MALAT1,378938,ENSG00000251562
miRNet-lnc-24481,MIMAT0002835,hsa-mir-526b-5p,LINC00941,100287314,ENSG00000235884
miRNet-lnc-24482,MIMAT0002835,hsa-mir-526b-5p,LINC00943,100507206,ENSG00000189238
miRNet-lnc-24483,MIMAT0002835,hsa-mir-526b-5p,LINC02393,400087,ENSG00000256597
miRNet-lnc-24484,MIMAT0002835,hsa-mir-526b-5p,LINC00641,283624,ENSG00000258441
miRNet-lnc-24485,MIMAT0002835,hsa-mir-526b-5p,TCL6,27004,ENSG00000187621
miRNet-lnc-24486,MIMAT0002835,hsa-mir-526b-5p,LINC01193,348120,ENSG00000258710
miRNet-lnc-24487,MIMAT0002835,hsa-mir-526b-5p,GABPB1-AS1,100129387,ENSG00000244879
miRNet-lnc-24488,MIMAT0002835,hsa-mir-526b-5p,LOXL1-AS1,100287616,ENSG00000261801
miRNet-lnc-24489,MIMAT0002835,hsa-mir-526b-5p,SNAI3-AS1,197187,ENSG00000260630
miRNet-lnc-24490,MIMAT0002835,hsa-mir-526b-5p,SNAI3-AS1,197187,ENSG00000260630
miRNet-lnc-24491,MIMAT0002835,hsa-mir-526b-5p,MIR497HG,100506755,ENSG00000267532
miRNet-lnc-24492,MIMAT0002835,hsa-mir-526b-5p,LINC00665,100506930,ENSG00000232677
miRNet-lnc-24493,MIMAT0002835,hsa-mir-526b-5p,MZF1-AS1,100131691,ENSG00000267858
miRNet-lnc-24494,MIMAT0002835,hsa-mir-526b-5p,MCM3AP-AS1,114044,ENSG00000215424
miRNet-lnc-24495,MIMAT0002835,hsa-mir-526b-5p,DGCR11,25786,ENSG00000273311
miRNet-lnc-24496,MIMAT0002835,hsa-mir-526b-5p,XIST,7503,ENSG00000229807
miRNet-lnc-24497,MIMAT0002835,hsa-mir-526b-5p,XIST,7503,ENSG00000229807
miRNet-lnc-24498,MIMAT0002835,hsa-mir-526b-5p,XIST,7503,ENSG00000229807
miRNet-lnc-24499,MIMAT0002835,hsa-mir-526b-5p,XIST,7503,ENSG00000229807
miRNet-lnc-24500,MIMAT0002835,hsa-mir-526b-5p,XIST,7503,ENSG00000229807
miRNet-lnc-24501,MIMAT0002835,hsa-mir-526b-5p,XIST,7503,ENSG00000229807
miRNet-lnc-24502,MIMAT0002835,hsa-mir-526b-5p,LINC00630,100287765,ENSG00000223546
miRNet-lnc-24503,MIMAT0002835,hsa-mir-526b-5p,LINC00630,100287765,ENSG00000223546
miRNet-lnc-24504,MIMAT0004780,hsa-mir-532-3p,LINC01134,100133612,ENSG00000236423
miRNet-lnc-24505,MIMAT0004780,hsa-mir-532-3p,MIR34AHG,106614088,ENSG00000228526
miRNet-lnc-24506,MIMAT0004780,hsa-mir-532-3p,CCDC18-AS1,100131564,ENSG00000223745
miRNet-lnc-24507,MIMAT0004780,hsa-mir-532-3p,SLC16A1-AS1,100506392,ENSG00000226419
miRNet-lnc-24508,MIMAT0004780,hsa-mir-532-3p,DNAJC27-AS1,729723,ENSG00000224165
miRNet-lnc-24509,MIMAT0004780,hsa-mir-532-3p,TBC1D8-AS1,100506286,ENSG00000272902
miRNet-lnc-24510,MIMAT0004780,hsa-mir-532-3p,LINC01806,100996579,ENSG00000227403
miRNet-lnc-24511,MIMAT0004780,hsa-mir-532-3p,PTPRG-AS1,100506994,ENSG00000241472
miRNet-lnc-24512,MIMAT0004780,hsa-mir-532-3p,MBNL1-AS1,401093,ENSG00000229619
miRNet-lnc-24513,MIMAT0004780,hsa-mir-532-3p,LINC02015,102724550,ENSG00000231574
miRNet-lnc-24514,MIMAT0004780,hsa-mir-532-3p,NOP14-AS1,317648,ENSG00000249673
miRNet-lnc-24515,MIMAT0004780,hsa-mir-532-3p,HHIP-AS1,646576,ENSG00000248890
miRNet-lnc-24516,MIMAT0004780,hsa-mir-532-3p,HCG11,493812,ENSG00000228223
miRNet-lnc-24517,MIMAT0004780,hsa-mir-532-3p,HCG11,493812,ENSG00000228223
miRNet-lnc-24518,MIMAT0004780,hsa-mir-532-3p,SNHG15,285958,ENSG00000232956
miRNet-lnc-24519,MIMAT0004780,hsa-mir-532-3p,LZTS1-AS1,100874051,ENSG00000253733
miRNet-lnc-24520,MIMAT0004780,hsa-mir-532-3p,EXTL3-AS1,101929402,ENSG00000246339
miRNet-lnc-24521,MIMAT0004780,hsa-mir-532-3p,GASAL1,401472,ENSG00000253669
miRNet-lnc-24522,MIMAT0004780,hsa-mir-532-3p,PVT1,5820,ENSG00000249859
miRNet-lnc-24523,MIMAT0004780,hsa-mir-532-3p,PVT1,5820,ENSG00000249859
miRNet-lnc-24524,MIMAT0004780,hsa-mir-532-3p,MIR600HG,81571,ENSG00000236901
miRNet-lnc-24525,MIMAT0004780,hsa-mir-532-3p,LINC00963,100506190,ENSG00000204054
miRNet-lnc-24526,MIMAT0004780,hsa-mir-532-3p,PPP1R26-AS1,100506599,ENSG00000225361
miRNet-lnc-24527,MIMAT0004780,hsa-mir-532-3p,PPP1R26-AS1,100506599,ENSG00000225361
miRNet-lnc-24528,MIMAT0004780,hsa-mir-532-3p,C9orf139,401563,ENSG00000180539
miRNet-lnc-24529,MIMAT0004780,hsa-mir-532-3p,CASC2,255082,ENSG00000177640
miRNet-lnc-24530,MIMAT0004780,hsa-mir-532-3p,H19,283120,ENSG00000130600
miRNet-lnc-24531,MIMAT0004780,hsa-mir-532-3p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-24532,MIMAT0004780,hsa-mir-532-3p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-24533,MIMAT0004780,hsa-mir-532-3p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-24534,MIMAT0004780,hsa-mir-532-3p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-24535,MIMAT0004780,hsa-mir-532-3p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-24536,MIMAT0004780,hsa-mir-532-3p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-24537,MIMAT0004780,hsa-mir-532-3p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-24538,MIMAT0004780,hsa-mir-532-3p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-24539,MIMAT0004780,hsa-mir-532-3p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-24540,MIMAT0004780,hsa-mir-532-3p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-24541,MIMAT0004780,hsa-mir-532-3p,NEAT1,283131,ENSG00000245532
miRNet-lnc-24542,MIMAT0004780,hsa-mir-532-3p,NEAT1,283131,ENSG00000245532
miRNet-lnc-24543,MIMAT0004780,hsa-mir-532-3p,MALAT1,378938,ENSG00000251562
miRNet-lnc-24544,MIMAT0004780,hsa-mir-532-3p,MALAT1,378938,ENSG00000251562
miRNet-lnc-24545,MIMAT0004780,hsa-mir-532-3p,MALAT1,378938,ENSG00000251562
miRNet-lnc-24546,MIMAT0004780,hsa-mir-532-3p,LINC01070,101928698,ENSG00000260102
miRNet-lnc-24547,MIMAT0004780,hsa-mir-532-3p,SNHG10,283596,ENSG00000247092
miRNet-lnc-24548,MIMAT0004780,hsa-mir-532-3p,TPM1-AS,111064646,ENSG00000259498
miRNet-lnc-24549,MIMAT0004780,hsa-mir-532-3p,IQCH-AS1,100506686,ENSG00000259673
miRNet-lnc-24550,MIMAT0004780,hsa-mir-532-3p,LINC00052,145978,ENSG00000259527
miRNet-lnc-24551,MIMAT0004780,hsa-mir-532-3p,VPS9D1-AS1,100128881,ENSG00000261373
miRNet-lnc-24552,MIMAT0004780,hsa-mir-532-3p,LINC00662,148189,ENSG00000261824
miRNet-lnc-24553,MIMAT0004780,hsa-mir-532-3p,LIPE-AS1,100996307,ENSG00000213904
miRNet-lnc-24554,MIMAT0004780,hsa-mir-532-3p,NORAD,647979,ENSG00000260032
miRNet-lnc-24555,MIMAT0004780,hsa-mir-532-3p,LINC00494,284749,ENSG00000235621
miRNet-lnc-24556,MIMAT0004780,hsa-mir-532-3p,URB1-AS1,84996,ENSG00000256073
miRNet-lnc-24557,MIMAT0004780,hsa-mir-532-3p,HLCS-IT1,100874294,ENSG00000237646
miRNet-lnc-24558,MIMAT0004780,hsa-mir-532-3p,LINC01694,105372840,ENSG00000233922
miRNet-lnc-24559,MIMAT0004780,hsa-mir-532-3p,LINC00685,283981,ENSG00000226179
miRNet-lnc-24560,MIMAT0004780,hsa-mir-532-3p,LINC00685,283981,ENSG00000226179
miRNet-lnc-24561,MIMAT0004780,hsa-mir-532-3p,TSIX,9383,ENSG00000270641
miRNet-lnc-24562,MIMAT0004780,hsa-mir-532-3p,LINC00894,100272228,ENSG00000235703
miRNet-lnc-24563,MIMAT0004780,hsa-mir-532-3p,LINC00894,100272228,ENSG00000235703
miRNet-lnc-24564,MIMAT0004780,hsa-mir-532-3p,LINC00685,283981,ENSG00000226179
miRNet-lnc-24565,MIMAT0004780,hsa-mir-532-3p,LINC00685,283981,ENSG00000226179
miRNet-lnc-24566,MIMAT0002888,hsa-mir-532-5p,LINC01134,100133612,ENSG00000236423
miRNet-lnc-24567,MIMAT0002888,hsa-mir-532-5p,PINK1-AS,100861548,ENSG00000117242
miRNet-lnc-24568,MIMAT0002888,hsa-mir-532-5p,DCST1-AS1,100505666,ENSG00000232093
miRNet-lnc-24569,MIMAT0002888,hsa-mir-532-5p,GAS5,60674,ENSG00000234741
miRNet-lnc-24570,MIMAT0002888,hsa-mir-532-5p,LINC01087,101927994,ENSG00000224559
miRNet-lnc-24571,MIMAT0002888,hsa-mir-532-5p,LINC01876,101929378,ENSG00000226383
miRNet-lnc-24572,MIMAT0002888,hsa-mir-532-5p,LINC01963,150967,ENSG00000260804
miRNet-lnc-24573,MIMAT0002888,hsa-mir-532-5p,LINC01963,150967,ENSG00000260804
miRNet-lnc-24574,MIMAT0002888,hsa-mir-532-5p,PTPRG-AS1,100506994,ENSG00000241472
miRNet-lnc-24575,MIMAT0002888,hsa-mir-532-5p,PTPRG-AS1,100506994,ENSG00000241472
miRNet-lnc-24576,MIMAT0002888,hsa-mir-532-5p,LINC01391,103344930,ENSG00000244578
miRNet-lnc-24577,MIMAT0002888,hsa-mir-532-5p,FBXW7-AS1,102191832,ENSG00000270751
miRNet-lnc-24578,MIMAT0002888,hsa-mir-532-5p,FAM198B-AS1,285505,ENSG00000248429
miRNet-lnc-24579,MIMAT0002888,hsa-mir-532-5p,PURPL,643401,ENSG00000250337
miRNet-lnc-24580,MIMAT0002888,hsa-mir-532-5p,HLA-F-AS1,285830,ENSG00000214922
miRNet-lnc-24581,MIMAT0002888,hsa-mir-532-5p,CASC19,103021165,ENSG00000254166
miRNet-lnc-24582,MIMAT0002888,hsa-mir-532-5p,GPR158-AS1,100128811,ENSG00000233642
miRNet-lnc-24583,MIMAT0002888,hsa-mir-532-5p,LINC00858,170425,ENSG00000229404
miRNet-lnc-24584,MIMAT0002888,hsa-mir-532-5p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-24585,MIMAT0002888,hsa-mir-532-5p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-24586,MIMAT0002888,hsa-mir-532-5p,FAR1-IT1,106478978,ENSG00000254791
miRNet-lnc-24587,MIMAT0002888,hsa-mir-532-5p,NEAT1,283131,ENSG00000245532
miRNet-lnc-24588,MIMAT0002888,hsa-mir-532-5p,HELLPAR,101101692,ENSG00000281344
miRNet-lnc-24589,MIMAT0002888,hsa-mir-532-5p,LINC00943,100507206,ENSG00000189238
miRNet-lnc-24590,MIMAT0002888,hsa-mir-532-5p,DHRS4-AS1,55449,ENSG00000215256
miRNet-lnc-24591,MIMAT0002888,hsa-mir-532-5p,DNAAF4-CCPG1,100533483,ENSG00000261771
miRNet-lnc-24592,MIMAT0002888,hsa-mir-532-5p,ST20-AS1,283687,ENSG00000259642
miRNet-lnc-24593,MIMAT0002888,hsa-mir-532-5p,ERVK13-1,100507321,ENSG00000260565
miRNet-lnc-24594,MIMAT0002888,hsa-mir-532-5p,RRN3P2,653390,ENSG00000103472
miRNet-lnc-24595,MIMAT0002888,hsa-mir-532-5p,LINC01999,388406,ENSG00000267772
miRNet-lnc-24596,MIMAT0002888,hsa-mir-532-5p,LINC00668,400643,ENSG00000265933
miRNet-lnc-24597,MIMAT0002888,hsa-mir-532-5p,LINC00664,400680,ENSG00000268658
miRNet-lnc-24598,MIMAT0002888,hsa-mir-532-5p,TMEM147-AS1,100506469,ENSG00000236144
miRNet-lnc-24599,MIMAT0002888,hsa-mir-532-5p,LINC00261,140828,ENSG00000259974
miRNet-lnc-24600,MIMAT0002888,hsa-mir-532-5p,GUSBP11,91316,ENSG00000228315
miRNet-lnc-24601,MIMAT0002888,hsa-mir-532-5p,TUG1,55000,ENSG00000253352
miRNet-lnc-24602,MIMAT0002888,hsa-mir-532-5p,XIST,7503,ENSG00000229807
miRNet-lnc-24603,MIMAT0022705,hsa-mir-539-3p,LINC01128,643837,ENSG00000228794
miRNet-lnc-24604,MIMAT0022705,hsa-mir-539-3p,LINC01355,100996511,ENSG00000261326
miRNet-lnc-24605,MIMAT0022705,hsa-mir-539-3p,SNHG3,8420,ENSG00000242125
miRNet-lnc-24606,MIMAT0022705,hsa-mir-539-3p,SNHG3,8420,ENSG00000242125
miRNet-lnc-24607,MIMAT0022705,hsa-mir-539-3p,ALMS1-IT1,100874291,ENSG00000230002
miRNet-lnc-24608,MIMAT0022705,hsa-mir-539-3p,PAX8-AS1,654433,ENSG00000189223
miRNet-lnc-24609,MIMAT0022705,hsa-mir-539-3p,TTC21B-AS1,100506134,ENSG00000224490
miRNet-lnc-24610,MIMAT0022705,hsa-mir-539-3p,SH3BP5-AS1,100505696,ENSG00000224660
miRNet-lnc-24611,MIMAT0022705,hsa-mir-539-3p,MAGI1-IT1,151877,ENSG00000272610
miRNet-lnc-24612,MIMAT0022705,hsa-mir-539-3p,MAGI1-IT1,151877,ENSG00000272610
miRNet-lnc-24613,MIMAT0022705,hsa-mir-539-3p,SLC9A3-AS1,100288152,ENSG00000225138
miRNet-lnc-24614,MIMAT0022705,hsa-mir-539-3p,ZBED3-AS1,728723,ENSG00000250802
miRNet-lnc-24615,MIMAT0022705,hsa-mir-539-3p,CKMT2-AS1,100131067,ENSG00000247572
miRNet-lnc-24616,MIMAT0022705,hsa-mir-539-3p,LINC00461,645323,ENSG00000245526
miRNet-lnc-24617,MIMAT0022705,hsa-mir-539-3p,HCG11,493812,ENSG00000228223
miRNet-lnc-24618,MIMAT0022705,hsa-mir-539-3p,HCG11,493812,ENSG00000228223
miRNet-lnc-24619,MIMAT0022705,hsa-mir-539-3p,HCG18,414777,ENSG00000231074
miRNet-lnc-24620,MIMAT0022705,hsa-mir-539-3p,LINC00997,401321,ENSG00000281332
miRNet-lnc-24621,MIMAT0022705,hsa-mir-539-3p,PAXIP1-AS1,202781,ENSG00000273344
miRNet-lnc-24622,MIMAT0022705,hsa-mir-539-3p,SNHG6,641638,ENSG00000245910
miRNet-lnc-24623,MIMAT0022705,hsa-mir-539-3p,OTUD6B-AS1,100506365,ENSG00000253738
miRNet-lnc-24624,MIMAT0022705,hsa-mir-539-3p,GAS1RR,100506834,ENSG00000226237
miRNet-lnc-24625,MIMAT0022705,hsa-mir-539-3p,C9orf170,401535,ENSG00000204446
miRNet-lnc-24626,MIMAT0022705,hsa-mir-539-3p,ENTPD1-AS1,728558,ENSG00000226688
miRNet-lnc-24627,MIMAT0022705,hsa-mir-539-3p,ADD3-AS1,100505933,ENSG00000203876
miRNet-lnc-24628,MIMAT0022705,hsa-mir-539-3p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-24629,MIMAT0022705,hsa-mir-539-3p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-24630,MIMAT0022705,hsa-mir-539-3p,NEAT1,283131,ENSG00000245532
miRNet-lnc-24631,MIMAT0022705,hsa-mir-539-3p,NEAT1,283131,ENSG00000245532
miRNet-lnc-24632,MIMAT0022705,hsa-mir-539-3p,MALAT1,378938,ENSG00000251562
miRNet-lnc-24633,MIMAT0022705,hsa-mir-539-3p,PCF11-AS1,106736475,ENSG00000269939
miRNet-lnc-24634,MIMAT0022705,hsa-mir-539-3p,DLEU2,8847,ENSG00000231607
miRNet-lnc-24635,MIMAT0022705,hsa-mir-539-3p,MEG8,79104,ENSG00000225746
miRNet-lnc-24636,MIMAT0022705,hsa-mir-539-3p,PWAR5,8123,ENSG00000279192
miRNet-lnc-24637,MIMAT0022705,hsa-mir-539-3p,OIP5-AS1,729082,ENSG00000247556
miRNet-lnc-24638,MIMAT0022705,hsa-mir-539-3p,OIP5-AS1,729082,ENSG00000247556
miRNet-lnc-24639,MIMAT0022705,hsa-mir-539-3p,GABPB1-IT1,55056,ENSG00000285410
miRNet-lnc-24640,MIMAT0022705,hsa-mir-539-3p,TMEM202-AS1,105370888,ENSG00000261423
miRNet-lnc-24641,MIMAT0022705,hsa-mir-539-3p,ARHGAP27P1-BPTFP1-KPNA2P3,109286553,ENSG00000215769
miRNet-lnc-24642,MIMAT0022705,hsa-mir-539-3p,SNHG20,654434,ENSG00000234912
miRNet-lnc-24643,MIMAT0022705,hsa-mir-539-3p,LINC00664,400680,ENSG00000268658
miRNet-lnc-24644,MIMAT0022705,hsa-mir-539-3p,NORAD,647979,ENSG00000260032
